"id","CTLabel","BoroName","BoroCode","CT2010","BoroCT2010","CDEligibil","NTACode","NTAName"
"662","463","Queens","4","046300","4046300","E","QN29","Elmhurst"
"663","465","Queens","4","046500","4046500","E","QN29","Elmhurst"
"664","467","Queens","4","046700","4046700","E","QN29","Elmhurst"
"665","469","Queens","4","046900","4046900","E","QN29","Elmhurst"
"666","479","Queens","4","047900","4047900","I","QN50","Elmhurst-Maspeth"
"667","481","Queens","4","048100","4048100","E","QN29","Elmhurst"
"668","483","Queens","4","048300","4048300","E","QN50","Elmhurst-Maspeth"
"669","484","Queens","4","048400","4048400","I","QN07","Hollis"
"67","76","Brooklyn","3","007600","3007600","E","BK32","Sunset Park West"
"670","489","Queens","4","048900","4048900","E","QN50","Elmhurst-Maspeth"
"671","495","Queens","4","049500","4049500","I","QN30","Maspeth"
"672","496","Queens","4","049600","4049600","I","QN34","Queens Village"
"673","499","Queens","4","049900","4049900","E","QN29","Elmhurst"
"674","502.01","Queens","4","050201","4050201","I","QN07","Hollis"
"675","502.02","Queens","4","050202","4050202","I","QN07","Hollis"
"676","504","Queens","4","050400","4050400","I","QN07","Hollis"
"677","506","Queens","4","050600","4050600","I","QN07","Hollis"
"678","508","Queens","4","050800","4050800","I","QN07","Hollis"
"679","510","Queens","4","051000","4051000","I","QN07","Hollis"
"68","78","Brooklyn","3","007800","3007800","E","BK32","Sunset Park West"
"680","512","Queens","4","051200","4051200","I","QN34","Queens Village"
"681","516","Queens","4","051600","4051600","I","QN34","Queens Village"
"682","517","Queens","4","051700","4051700","I","QN30","Maspeth"
"683","518","Queens","4","051800","4051800","I","QN08","St. Albans"
"684","520","Queens","4","052000","4052000","I","QN08","St. Albans"
"685","521","Queens","4","052100","4052100","I","QN30","Maspeth"
"686","522","Queens","4","052200","4052200","I","QN08","St. Albans"
"687","524","Queens","4","052400","4052400","I","QN08","St. Albans"
"688","525","Queens","4","052500","4052500","I","QN30","Maspeth"
"689","526","Queens","4","052600","4052600","I","QN08","St. Albans"
"69","80","Brooklyn","3","008000","3008000","E","BK32","Sunset Park West"
"690","528","Queens","4","052800","4052800","E","QN08","St. Albans"
"691","530","Queens","4","053000","4053000","I","QN08","St. Albans"
"692","532","Queens","4","053200","4053200","I","QN34","Queens Village"
"693","534.01","Queens","4","053401","4053401","I","QN33","Cambria Heights"
"694","536.01","Queens","4","053601","4053601","I","QN34","Queens Village"
"695","540","Queens","4","054000","4054000","E","QN34","Queens Village"
"696","542","Queens","4","054200","4054200","I","QN34","Queens Village"
"697","545","Queens","4","054500","4054500","E","QN20","Ridgewood"
"698","547","Queens","4","054700","4054700","E","QN20","Ridgewood"
"699","549","Queens","4","054900","4054900","E","QN20","Ridgewood"
"7","74","Staten Island","5","007400","5007400","I","SI14","Grasmere-Arrochar-Ft. Wadsworth"
"70","98","Brooklyn","3","009800","3009800","E","BK34","Sunset Park East"
"700","551","Queens","4","055100","4055100","E","QN20","Ridgewood"
"701","553","Queens","4","055300","4055300","E","QN20","Ridgewood"
"702","555","Queens","4","055500","4055500","E","QN20","Ridgewood"
"703","556","Queens","4","055600","4055600","I","QN34","Queens Village"
"704","558","Queens","4","055800","4055800","I","QN34","Queens Village"
"705","565","Queens","4","056500","4056500","E","QN19","Glendale"
"706","577","Queens","4","057700","4057700","E","QN19","Glendale"
"707","579","Queens","4","057900","4057900","E","QN19","Glendale"
"708","581","Queens","4","058100","4058100","I","QN20","Ridgewood"
"709","583","Queens","4","058300","4058300","I","QN20","Ridgewood"
"71","100","Brooklyn","3","010000","3010000","E","BK34","Sunset Park East"
"710","585","Queens","4","058500","4058500","E","QN20","Ridgewood"
"711","587","Queens","4","058700","4058700","E","QN20","Ridgewood"
"712","589","Queens","4","058900","4058900","E","QN20","Ridgewood"
"713","591","Queens","4","059100","4059100","E","QN20","Ridgewood"
"714","593","Queens","4","059300","4059300","E","QN20","Ridgewood"
"715","594","Queens","4","059400","4059400","I","QN33","Cambria Heights"
"716","596","Queens","4","059600","4059600","I","QN33","Cambria Heights"
"717","598","Queens","4","059800","4059800","I","QN33","Cambria Heights"
"718","599","Queens","4","059900","4059900","I","QN30","Maspeth"
"719","600","Queens","4","060000","4060000","E","QN33","Cambria Heights"
"72","101","Brooklyn","3","010100","3010100","E","BK32","Sunset Park West"
"720","606","Queens","4","060600","4060600","I","QN33","Cambria Heights"
"721","608","Queens","4","060800","4060800","I","QN33","Cambria Heights"
"722","613.01","Queens","4","061301","4061301","I","QN20","Ridgewood"
"723","614","Queens","4","061400","4061400","I","QN33","Cambria Heights"
"724","618","Queens","4","061800","4061800","I","QN66","Laurelton"
"725","627","Queens","4","062700","4062700","E","QN19","Glendale"
"726","629","Queens","4","062900","4062900","E","QN19","Glendale"
"727","632","Queens","4","063200","4063200","I","QN66","Laurelton"
"728","641.01","Queens","4","064101","4064101","I","QN53","Woodhaven"
"729","657.02","Queens","4","065702","4065702","I","QN21","Middle Village"
"73","102","Brooklyn","3","010200","3010200","E","BK34","Sunset Park East"
"730","657.03","Queens","4","065703","4065703","I","QN21","Middle Village"
"731","659","Queens","4","065900","4065900","I","QN21","Middle Village"
"732","660","Queens","4","066000","4066000","I","QN05","Rosedale"
"733","661","Queens","4","066100","4066100","I","QN21","Middle Village"
"734","663","Queens","4","066300","4066300","I","QN21","Middle Village"
"735","667.01","Queens","4","066701","4066701","I","QN21","Middle Village"
"736","671","Queens","4","067100","4067100","I","QN21","Middle Village"
"737","677","Queens","4","067700","4067700","I","QN21","Middle Village"
"738","679","Queens","4","067900","4067900","I","QN21","Middle Village"
"739","687","Queens","4","068700","4068700","I","QN18","Rego Park"
"74","104","Brooklyn","3","010400","3010400","E","BK34","Sunset Park East"
"740","690","Queens","4","069000","4069000","I","QN03","Springfield Gardens South-Brookville"
"741","693","Queens","4","069300","4069300","E","QN18","Rego Park"
"742","695","Queens","4","069500","4069500","I","QN18","Rego Park"
"743","697.01","Queens","4","069701","4069701","E","QN18","Rego Park"
"744","697.02","Queens","4","069702","4069702","I","QN18","Rego Park"
"745","711","Queens","4","071100","4071100","I","QN17","Forest Hills"
"746","713.04","Queens","4","071304","4071304","I","QN17","Forest Hills"
"747","713.06","Queens","4","071306","4071306","I","QN17","Forest Hills"
"748","719","Queens","4","071900","4071900","I","QN17","Forest Hills"
"749","721","Queens","4","072100","4072100","I","QN17","Forest Hills"
"75","106","Brooklyn","3","010600","3010600","E","BK34","Sunset Park East"
"750","729","Queens","4","072900","4072900","I","QN17","Forest Hills"
"751","731","Queens","4","073100","4073100","I","QN17","Forest Hills"
"752","739","Queens","4","073900","4073900","I","QN17","Forest Hills"
"753","741","Queens","4","074100","4074100","I","QN17","Forest Hills"
"754","743","Queens","4","074300","4074300","E","QN17","Forest Hills"
"755","779.03","Queens","4","077903","4077903","I","QN37","Kew Gardens Hills"
"756","779.04","Queens","4","077904","4077904","I","QN37","Kew Gardens Hills"
"757","779.06","Queens","4","077906","4077906","I","QN37","Kew Gardens Hills"
"758","799","Queens","4","079900","4079900","I","QN62","Queensboro Hill"
"759","818","Queens","4","081800","4081800","I","QN55","South Ozone Park"
"76","108","Brooklyn","3","010800","3010800","E","BK34","Sunset Park East"
"760","853","Queens","4","085300","4085300","E","QN22","Flushing"
"761","861","Queens","4","086100","4086100","I","QN52","East Flushing"
"762","871","Queens","4","087100","4087100","E","QN22","Flushing"
"763","922","Queens","4","092200","4092200","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"764","928","Queens","4","092800","4092800","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"765","934.01","Queens","4","093401","4093401","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"766","998.01","Queens","4","099801","4099801","E","QN15","Far Rockaway-Bayswater"
"767","1029","Queens","4","102900","4102900","I","QN49","Whitestone"
"768","1033","Queens","4","103300","4103300","I","QN49","Whitestone"
"769","1039","Queens","4","103900","4103900","I","QN49","Whitestone"
"77","110","Brooklyn","3","011000","3011000","E","BK34","Sunset Park East"
"770","1059","Queens","4","105900","4105900","I","QN51","Murray Hill"
"771","1123","Queens","4","112300","4112300","I","QN46","Bayside-Bayside Hills"
"772","1139","Queens","4","113900","4113900","I","QN48","Auburndale"
"773","1147","Queens","4","114700","4114700","I","QN51","Murray Hill"
"774","1155","Queens","4","115500","4115500","E","QN51","Murray Hill"
"775","1157","Queens","4","115700","4115700","I","QN51","Murray Hill"
"776","1161","Queens","4","116100","4116100","E","QN22","Flushing"
"777","1167","Queens","4","116700","4116700","E","QN51","Murray Hill"
"778","1175","Queens","4","117500","4117500","I","QN51","Murray Hill"
"779","1181","Queens","4","118100","4118100","I","QN48","Auburndale"
"78","114","Brooklyn","3","011400","3011400","E","BK88","Borough Park"
"780","1185","Queens","4","118500","4118500","I","QN52","East Flushing"
"781","1187","Queens","4","118700","4118700","I","QN52","East Flushing"
"782","1189","Queens","4","118900","4118900","I","QN52","East Flushing"
"783","1191","Queens","4","119100","4119100","E","QN52","East Flushing"
"784","1193","Queens","4","119300","4119300","I","QN52","East Flushing"
"785","1195","Queens","4","119500","4119500","I","QN52","East Flushing"
"786","1199","Queens","4","119900","4119900","E","QN52","East Flushing"
"787","1201","Queens","4","120100","4120100","I","QN52","East Flushing"
"788","1203","Queens","4","120300","4120300","I","QN52","East Flushing"
"789","1205","Queens","4","120500","4120500","E","QN52","East Flushing"
"79","116","Brooklyn","3","011600","3011600","E","BK88","Borough Park"
"790","1207","Queens","4","120700","4120700","I","QN52","East Flushing"
"791","1241","Queens","4","124100","4124100","I","QN38","Pomonok-Flushing Heights-Hillcrest"
"792","1247","Queens","4","124700","4124700","I","QN38","Pomonok-Flushing Heights-Hillcrest"
"793","1265","Queens","4","126500","4126500","I","QN38","Pomonok-Flushing Heights-Hillcrest"
"794","1291.04","Queens","4","129104","4129104","I","QN42","Oakland Gardens"
"795","1339","Queens","4","133900","4133900","I","QN41","Fresh Meadows-Utopia"
"796","1409.01","Queens","4","140901","4140901","E","QN46","Bayside-Bayside Hills"
"797","1409.02","Queens","4","140902","4140902","I","QN48","Auburndale"
"798","1451.02","Queens","4","145102","4145102","I","QN46","Bayside-Bayside Hills"
"799","1459","Queens","4","145900","4145900","I","QN48","Auburndale"
"8","187.01","Staten Island","5","018701","5018701","I","SI07","Westerleigh"
"80","117","Brooklyn","3","011700","3011700","I","BK37","Park Slope-Gowanus"
"800","1529.02","Queens","4","152902","4152902","I","QN45","Douglas Manor-Douglaston-Little Neck"
"801","1571.02","Queens","4","157102","4157102","I","QN43","Bellerose"
"802","1579.01","Queens","4","157901","4157901","I","QN44","Glen Oaks-Floral Park-New Hyde Park"
"803","1579.02","Queens","4","157902","4157902","I","QN44","Glen Oaks-Floral Park-New Hyde Park"
"804","1579.03","Queens","4","157903","4157903","I","QN44","Glen Oaks-Floral Park-New Hyde Park"
"805","18","Queens","4","001800","4001800","I","QN53","Woodhaven"
"806","20","Queens","4","002000","4002000","E","QN53","Woodhaven"
"807","204","Queens","4","020400","4020400","E","QN61","Jamaica"
"808","27.02","Bronx","2","002702","2002702","E","BX39","Mott Haven-Port Morris"
"809","30","Queens","4","003000","4003000","I","QN53","Woodhaven"
"81","118","Brooklyn","3","011800","3011800","E","BK34","Sunset Park East"
"810","32","Queens","4","003200","4003200","E","QN53","Woodhaven"
"811","323","Bronx","2","032300","2032300","I","BX22","North Riverdale-Fieldston-Riverdale"
"812","1129","Queens","4","112900","4112900","I","QN46","Bayside-Bayside Hills"
"813","267","Queens","4","026700","4026700","E","QN29","Elmhurst"
"814","345","Bronx","2","034500","2034500","I","BX22","North Riverdale-Fieldston-Riverdale"
"815","369.01","Bronx","2","036901","2036901","E","BX17","East Tremont"
"816","369.02","Bronx","2","036902","2036902","E","BX17","East Tremont"
"817","730","Brooklyn","3","073000","3073000","I","BK58","Flatlands"
"818","732","Brooklyn","3","073200","3073200","I","BK58","Flatlands"
"819","389","Bronx","2","038900","2038900","E","BX06","Belmont"
"82","121","Brooklyn","3","012100","3012100","I","BK37","Park Slope-Gowanus"
"820","470","Queens","4","047000","4047000","I","QN61","Jamaica"
"821","233.01","Bronx","2","023301","2023301","E","BX41","Mount Hope"
"822","235.01","Bronx","2","023501","2023501","E","BX41","Mount Hope"
"823","165","Bronx","2","016500","2016500","E","BX01","Claremont-Bathgate"
"824","403.02","Bronx","2","040302","2040302","E","BX05","Bedford Park-Fordham North"
"825","267.02","Bronx","2","026702","2026702","E","BX28","Van Cortlandt Village"
"826","409","Bronx","2","040900","2040900","E","BX28","Van Cortlandt Village"
"827","480","Queens","4","048000","4048000","I","QN61","Jamaica"
"828","500","Queens","4","050000","4050000","E","QN07","Hollis"
"829","64","Bronx","2","006400","2006400","E","BX08","West Farms-Bronx River"
"83","128.01","Brooklyn","3","012801","3012801","I","BK30","Dyker Heights"
"830","233.02","Bronx","2","023302","2023302","E","BX41","Mount Hope"
"831","235.02","Bronx","2","023502","2023502","E","BX41","Mount Hope"
"832","188","Queens","4","018800","4018800","I","QN76","Baisley Park"
"833","192","Queens","4","019200","4019200","I","QN76","Baisley Park"
"834","174","Queens","4","017400","4017400","I","QN55","South Ozone Park"
"835","176","Queens","4","017600","4017600","E","QN55","South Ozone Park"
"836","1435","Queens","4","143500","4143500","I","QN46","Bayside-Bayside Hills"
"837","1211","Queens","4","121100","4121100","I","QN99","park-cemetery-etc-Queens"
"838","138","Queens","4","013800","4013800","I","QN60","Kew Gardens"
"839","284","Queens","4","028400","4028400","I","QN76","Baisley Park"
"84","130","Brooklyn","3","013000","3013000","E","BK31","Bay Ridge"
"840","358","Queens","4","035800","4035800","I","QN66","Laurelton"
"841","580","Queens","4","058000","4058000","I","QN34","Queens Village"
"842","557","Queens","4","055700","4055700","E","QN20","Ridgewood"
"843","567","Queens","4","056700","4056700","E","QN19","Glendale"
"844","713.03","Queens","4","071303","4071303","I","QN17","Forest Hills"
"845","713.05","Queens","4","071305","4071305","I","QN17","Forest Hills"
"846","779.02","Queens","4","077902","4077902","I","QN37","Kew Gardens Hills"
"847","779.07","Queens","4","077907","4077907","E","QN37","Kew Gardens Hills"
"848","170","Queens","4","017000","4017000","I","QN55","South Ozone Park"
"849","194","Queens","4","019400","4019400","I","QN01","South Jamaica"
"85","132","Brooklyn","3","013200","3013200","E","BK30","Dyker Heights"
"850","22","Brooklyn","3","002200","3002200","E","BK32","Sunset Park West"
"851","119","Bronx","2","011900","2011900","E","BX27","Hunts Point"
"852","974","Brooklyn","3","097400","3097400","I","BK50","Canarsie"
"853","1098","Brooklyn","3","109800","3109800","I","BK82","East New York"
"854","445","Brooklyn","3","044500","3044500","E","BK77","Bushwick North"
"855","447","Brooklyn","3","044700","3044700","E","BK77","Bushwick North"
"856","616.02","Queens","4","061602","4061602","I","QN05","Rosedale"
"857","235.02","Manhattan","1","023502","1023502","E","MN03","Central Harlem North-Polo Grounds"
"858","66","Brooklyn","3","006600","3006600","E","BK31","Bay Ridge"
"859","134","Brooklyn","3","013400","3013400","I","BK31","Bay Ridge"
"86","133","Brooklyn","3","013300","3013300","I","BK37","Park Slope-Gowanus"
"860","197.02","Manhattan","1","019702","1019702","E","MN11","Central Harlem South"
"861","40","Manhattan","1","004000","1004000","I","MN22","East Village"
"862","70","Brooklyn","3","007000","3007000","I","BK31","Bay Ridge"
"863","72","Brooklyn","3","007200","3007200","E","BK32","Sunset Park West"
"864","38","Brooklyn","3","003800","3003800","I","BK31","Bay Ridge"
"865","50","Brooklyn","3","005000","3005000","I","BK31","Bay Ridge"
"866","516","Bronx","2","051600","2051600","I","BX10","Pelham Bay-Country Club-City Island"
"867","620","Brooklyn","3","062000","3062000","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"868","390","Brooklyn","3","039000","3039000","I","BK25","Homecrest"
"869","328","Bronx","2","032800","2032800","E","BX07","Bronxdale"
"87","136","Brooklyn","3","013600","3013600","I","BK31","Bay Ridge"
"870","340","Bronx","2","034000","2034000","E","BX07","Bronxdale"
"871","392","Brooklyn","3","039200","3039200","E","BK25","Homecrest"
"872","584","Brooklyn","3","058400","3058400","I","BK25","Homecrest"
"873","788","Brooklyn","3","078800","3078800","E","BK42","Flatbush"
"874","49","Brooklyn","3","004900","3004900","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"875","63","Brooklyn","3","006300","3006300","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"876","94","Brooklyn","3","009400","3009400","E","BK34","Sunset Park East"
"877","96","Brooklyn","3","009600","3009600","E","BK34","Sunset Park East"
"878","82","Brooklyn","3","008200","3008200","E","BK32","Sunset Park West"
"879","86","Brooklyn","3","008600","3008600","I","BK34","Sunset Park East"
"88","137","Brooklyn","3","013700","3013700","I","BK37","Park Slope-Gowanus"
"880","1176.02","Brooklyn","3","117602","3117602","E","BK83","Cypress Hills-City Line"
"881","1178","Brooklyn","3","117800","3117800","E","BK83","Cypress Hills-City Line"
"882","328","Queens","4","032800","4032800","I","QN66","Laurelton"
"883","205","Manhattan","1","020500","1020500","I","MN09","Morningside Heights"
"884","349","Brooklyn","3","034900","3034900","E","BK61","Crown Heights North"
"885","551","Brooklyn","3","055100","3055100","E","BK73","North Side-South Side"
"886","418","Bronx","2","041800","2041800","E","BX62","Woodlawn-Wakefield"
"887","351","Brooklyn","3","035100","3035100","E","BK61","Crown Heights North"
"888","353","Brooklyn","3","035300","3035300","E","BK61","Crown Heights North"
"889","77","Brooklyn","3","007700","3007700","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"89","138","Brooklyn","3","013800","3013800","E","BK31","Bay Ridge"
"890","199","Brooklyn","3","019900","3019900","I","BK69","Clinton Hill"
"891","1142.02","Brooklyn","3","114202","3114202","E","BK83","Cypress Hills-City Line"
"892","642","Brooklyn","3","064200","3064200","I","BK44","Madison"
"893","644","Brooklyn","3","064400","3064400","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"894","55","Queens","4","005500","4005500","E","QN68","Queensbridge-Ravenswood-Long Island City"
"895","424","Queens","4","042400","4042400","I","QN08","St. Albans"
"896","432","Queens","4","043200","4043200","I","QN08","St. Albans"
"897","5.02","Brooklyn","3","000502","3000502","I","BK09","Brooklyn Heights-Cobble Hill"
"898","776","Brooklyn","3","077600","3077600","E","BK58","Flatlands"
"899","101","Manhattan","1","010100","1010100","I","MN17","Midtown-Midtown South"
"9","22.02","Manhattan","1","002202","1002202","I","MN28","Lower East Side"
"90","139","Brooklyn","3","013900","3013900","E","BK37","Park Slope-Gowanus"
"900","109","Manhattan","1","010900","1010900","I","MN17","Midtown-Midtown South"
"901","119","Manhattan","1","011900","1011900","E","MN17","Midtown-Midtown South"
"902","125","Manhattan","1","012500","1012500","I","MN17","Midtown-Midtown South"
"903","135","Manhattan","1","013500","1013500","E","MN15","Clinton"
"904","169","Manhattan","1","016900","1016900","I","MN12","Upper West Side"
"905","173","Manhattan","1","017300","1017300","I","MN12","Upper West Side"
"906","175","Manhattan","1","017500","1017500","I","MN12","Upper West Side"
"907","225","Manhattan","1","022500","1022500","E","MN04","Hamilton Heights"
"908","203","Manhattan","1","020300","1020300","E","MN09","Morningside Heights"
"909","231","Manhattan","1","023100","1023100","E","MN04","Hamilton Heights"
"91","151","Brooklyn","3","015100","3015100","I","BK37","Park Slope-Gowanus"
"910","245","Manhattan","1","024500","1024500","E","MN36","Washington Heights South"
"911","251","Manhattan","1","025100","1025100","E","MN36","Washington Heights South"
"912","271","Manhattan","1","027100","1027100","E","MN35","Washington Heights North"
"913","291","Manhattan","1","029100","1029100","E","MN01","Marble Hill-Inwood"
"914","293","Manhattan","1","029300","1029300","E","MN01","Marble Hill-Inwood"
"915","26.01","Manhattan","1","002601","1002601","E","MN28","Lower East Side"
"916","26.02","Manhattan","1","002602","1002602","E","MN28","Lower East Side"
"917","11","Brooklyn","3","001100","3001100","I","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"918","200","Brooklyn","3","020000","3020000","E","BK30","Dyker Heights"
"919","202","Brooklyn","3","020200","3020200","I","BK30","Dyker Heights"
"92","153","Brooklyn","3","015300","3015300","I","BK37","Park Slope-Gowanus"
"920","160","Brooklyn","3","016000","3016000","E","BK31","Bay Ridge"
"921","168","Brooklyn","3","016800","3016800","I","BK27","Bath Beach"
"922","64","Manhattan","1","006400","1006400","I","MN21","Gramercy"
"923","108","Manhattan","1","010800","1010800","I","MN19","Turtle Bay-East Midtown"
"924","138","Bronx","2","013800","2013800","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"925","158","Bronx","2","015800","2015800","E","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"926","360.01","Brooklyn","3","036001","3036001","E","BK19","Brighton Beach"
"927","379","Bronx","2","037900","2037900","E","BX41","Mount Hope"
"928","381","Bronx","2","038100","2038100","E","BX41","Mount Hope"
"929","30.01","Manhattan","1","003001","1003001","E","MN27","Chinatown"
"93","155","Brooklyn","3","015500","3015500","I","BK37","Park Slope-Gowanus"
"930","30.02","Manhattan","1","003002","1003002","E","MN22","East Village"
"931","59","Manhattan","1","005900","1005900","I","MN23","West Village"
"932","892","Brooklyn","3","089200","3089200","E","BK81","Brownsville"
"933","780","Brooklyn","3","078000","3078000","I","BK91","East Flatbush-Farragut"
"934","56","Manhattan","1","005600","1005600","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"935","54","Brooklyn","3","005400","3005400","I","BK31","Bay Ridge"
"936","25","Bronx","2","002500","2002500","E","BX39","Mott Haven-Port Morris"
"937","152","Bronx","2","015200","2015200","E","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"938","442","Bronx","2","044200","2044200","E","BX62","Woodlawn-Wakefield"
"939","650","Queens","4","065000","4065000","I","QN66","Laurelton"
"94","157","Brooklyn","3","015700","3015700","I","BK37","Park Slope-Gowanus"
"940","610.04","Brooklyn","3","061004","3061004","E","BK19","Brighton Beach"
"941","608","Brooklyn","3","060800","3060800","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"942","582","Brooklyn","3","058200","3058200","E","BK25","Homecrest"
"943","554","Brooklyn","3","055400","3055400","E","BK25","Homecrest"
"944","556","Brooklyn","3","055600","3055600","I","BK25","Homecrest"
"945","492","Brooklyn","3","049200","3049200","E","BK41","Kensington-Ocean Parkway"
"946","1522","Brooklyn","3","152200","3152200","I","BK42","Flatbush"
"947","217","Brooklyn","3","021700","3021700","E","BK61","Crown Heights North"
"948","834","Brooklyn","3","083400","3083400","I","BK91","East Flatbush-Farragut"
"949","854","Brooklyn","3","085400","3085400","I","BK91","East Flatbush-Farragut"
"95","165","Brooklyn","3","016500","3016500","I","BK37","Park Slope-Gowanus"
"950","788","Queens","4","078800","4078800","I","QN76","Baisley Park"
"951","918","Queens","4","091800","4091800","E","QN99","park-cemetery-etc-Queens"
"952","224.03","Bronx","2","022403","2022403","E","BX49","Pelham Parkway"
"953","16","Manhattan","1","001600","1001600","E","MN27","Chinatown"
"954","462.01","Brooklyn","3","046201","3046201","E","BK42","Flatbush"
"955","462.02","Brooklyn","3","046202","3046202","E","BK46","Ocean Parkway South"
"956","444","Bronx","2","044400","2044400","I","BX62","Woodlawn-Wakefield"
"957","448","Bronx","2","044800","2044800","I","BX62","Woodlawn-Wakefield"
"958","342","Bronx","2","034200","2034200","I","BX31","Allerton-Pelham Gardens"
"959","344","Bronx","2","034400","2034400","E","BX31","Allerton-Pelham Gardens"
"96","170","Brooklyn","3","017000","3017000","I","BK27","Bath Beach"
"960","512","Brooklyn","3","051200","3051200","E","BK42","Flatbush"
"961","259.01","Brooklyn","3","025901","3025901","E","BK75","Bedford"
"962","259.02","Brooklyn","3","025902","3025902","E","BK75","Bedford"
"963","944.01","Brooklyn","3","094401","3094401","I","BK58","Flatlands"
"964","566","Queens","4","056600","4056600","I","QN34","Queens Village"
"965","279","Manhattan","1","027900","1027900","E","MN35","Washington Heights North"
"966","90","Brooklyn","3","009000","3009000","E","BK34","Sunset Park East"
"967","662","Brooklyn","3","066200","3066200","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"968","42","Manhattan","1","004200","1004200","I","MN22","East Village"
"969","61","Manhattan","1","006100","1006100","I","MN23","West Village"
"97","172","Brooklyn","3","017200","3017200","E","BK27","Bath Beach"
"970","139","Manhattan","1","013900","1013900","I","MN15","Clinton"
"971","167","Bronx","2","016700","2016700","E","BX01","Claremont-Bathgate"
"972","229.02","Bronx","2","022902","2022902","E","BX41","Mount Hope"
"973","942.02","Queens","4","094202","4094202","E","QN12","Hammels-Arverne-Edgemere"
"974","50","Staten Island","5","005000","5005000","I","SI14","Grasmere-Arrochar-Ft. Wadsworth"
"975","121","Staten Island","5","012100","5012100","I","SI35","New Brighton-Silver Lake"
"976","77","Staten Island","5","007700","5007700","E","SI22","West New Brighton-New Brighton-St. George"
"977","11","Staten Island","5","001100","5001100","E","SI22","West New Brighton-New Brighton-St. George"
"978","167","Brooklyn","3","016700","3016700","I","BK37","Park Slope-Gowanus"
"979","224.04","Bronx","2","022404","2022404","E","BX49","Pelham Parkway"
"98","178","Brooklyn","3","017800","3017800","E","BK27","Bath Beach"
"980","698","Brooklyn","3","069800","3069800","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"981","947","Queens","4","094700","4094700","I","QN23","College Point"
"982","769.02","Queens","4","076902","4076902","I","QN17","Forest Hills"
"983","982","Brooklyn","3","098200","3098200","E","BK50","Canarsie"
"984","1058.04","Brooklyn","3","105804","3105804","E","BK93","Starrett City"
"985","30","Brooklyn","3","003000","3003000","I","BK31","Bay Ridge"
"986","1403","Queens","4","140300","4140300","I","QN46","Bayside-Bayside Hills"
"987","320","Queens","4","032000","4032000","I","QN03","Springfield Gardens South-Brookville"
"988","613.02","Queens","4","061302","4061302","I","QN20","Ridgewood"
"989","623","Queens","4","062300","4062300","E","QN19","Glendale"
"99","180","Brooklyn","3","018000","3018000","E","BK27","Bath Beach"
"990","625","Queens","4","062500","4062500","I","QN19","Glendale"
"991","809","Queens","4","080900","4080900","I","QN37","Kew Gardens Hills"
"992","745","Queens","4","074500","4074500","E","QN17","Forest Hills"
"993","373","Queens","4","037300","4037300","I","QN27","East Elmhurst"
"994","1017","Queens","4","101700","4101700","I","QN47","Ft. Totten-Bay Terrace-Clearview"
"995","1141","Queens","4","114100","4114100","I","QN51","Murray Hill"
"996","220.02","Queens","4","022002","4022002","I","QN35","Briarwood-Jamaica Hills"
"997","450","Queens","4","045000","4045000","I","QN35","Briarwood-Jamaica Hills"
"998","779.05","Queens","4","077905","4077905","I","QN37","Kew Gardens Hills"
"999","1267","Queens","4","126700","4126700","I","QN38","Pomonok-Flushing Heights-Hillcrest"
